2.979513692446352593e+02 2.703586234792863934e+02 2.322056238990153929e+02 1.960448584152211424e+02 1.640618870061013297e+02 1.328814124435538702e+02 1.073580985223688202e+02 9.659731125733665635e+01 8.467184435070942072e+01 7.470981146741868884e+01 6.555585598681980741e+01 5.933462370778732975e+01 5.267029402584198294e+01 4.595506132854652037e+01 4.081885135170129075e+01 3.524563846139869838e+01 3.019125693316055958e+01 2.539820360929034848e+01 2.144335253050568824e+01 1.791128473448386771e+01 1.455350707464857507e+01 1.170668432604680120e+01 9.273204966413484129e+00 7.106725591486284799e+00 5.367956876285884249e+00 3.721841002295356304e+00 2.502428151743529838e+00 1.603542186480133580e+00 9.993095123189910112e-01
1.867654677127884497e+02 1.854608850700226412e+02 1.813187363825555565e+02 1.591195885987396252e+02 1.418149127575342732e+02 1.171068403372715636e+02 9.821484548343599386e+01 8.854127369348354648e+01 7.701314831900374713e+01 6.929761740423678873e+01 6.120201272931105052e+01 5.513490332564501273e+01 4.879014278345570688e+01 4.335415595140901246e+01 3.755930208385373703e+01 3.269853690619966358e+01 2.777408853266427613e+01 2.377489510096078007e+01 2.012698769513896480e+01 1.687240915349894621e+01 1.367827099605198882e+01 1.092356224545500964e+01 8.625045418044496870e+00 6.732826997390262136e+00 4.922081512912779289e+00 3.435342478440883696e+00 2.481179692426849215e+00 1.570414040726753058e+00 9.441705397873256800e-01
5.207370695675056140e+02 4.348219260387365352e+02 3.449594372702468945e+02 2.710487950063416065e+02 2.154980633614948999e+02 1.639590820462935881e+02 1.295022350084753384e+02 1.073767369915418470e+02 9.314917545180784941e+01 8.129694379515414937e+01 7.030493486064477793e+01 6.331508505980458779e+01 5.502582302403054371e+01 4.920837098369030826e+01 4.249863735458720981e+01 3.712148437007094515e+01 3.188250706356097197e+01 2.775338812774901243e+01 2.266452652761659081e+01 1.883390404511615657e+01 1.527720694319025796e+01 1.241422958135540711e+01 1.002622614733956752e+01 7.489303851522244315e+00 5.755056266994529324e+00 4.044127199936919936e+00 2.773601278480164467e+00 1.708060601776928422e+00 9.501139260676971787e-01
2.011437934323555226e+02 1.922472372261800047e+02 1.759874145303575403e+02 1.591291800441606483e+02 1.382800207830270836e+02 1.146014270482880590e+02 9.535941291231750938e+01 8.384500562235723464e+01 7.456076324078865980e+01 6.682914502689945380e+01 5.927297111717484768e+01 5.288048850005804269e+01 4.624821127949694244e+01 4.248894988940818962e+01 3.658566663505595784e+01 3.142120622279751530e+01 2.702211919689041508e+01 2.288937579481702400e+01 1.913334495442295946e+01 1.615182707469653423e+01 1.311422585538251084e+01 1.073436888283847424e+01 8.419715887988399317e+00 6.534120445387792131e+00 4.763326261474265522e+00 3.391931266597136840e+00 2.419459393510514644e+00 1.449339750086053868e+00 9.007065826945215292e-01
2.153867295163234417e+02 2.025406264750386356e+02 1.865802633891963183e+02 1.648115225795084484e+02 1.408159595138957059e+02 1.143660738387628015e+02 9.895492422629681073e+01 8.500158320811780754e+01 7.776496957274846977e+01 6.861342909253602329e+01 6.113208821771767276e+01 5.467159442724440765e+01 4.804393527081379034e+01 4.208645919871898400e+01 3.699329556650310735e+01 3.227140340148597630e+01 2.745750036981746689e+01 2.363490097683387248e+01 1.978784669759461323e+01 1.674989306952943124e+01 1.335899172935626211e+01 1.078855325513812247e+01 8.625124562198926981e+00 6.485570634044890426e+00 4.833911184629524627e+00 3.392205671221226737e+00 2.395749960285709079e+00 1.522742347008332331e+00 9.232790838431093050e-01
1.938230957497750353e+02 1.948605437166766592e+02 1.835080099708261798e+02 1.630663583841249249e+02 1.392963317363450244e+02 1.188428097615126688e+02 9.954840252378440368e+01 8.614414685589109411e+01 7.666030656390638853e+01 7.001047251040404262e+01 6.085467580059491866e+01 5.479914975387636389e+01 4.908878950600374935e+01 4.280845568341176488e+01 3.742773902456191593e+01 3.253689342830546138e+01 2.798272586525447636e+01 2.399581301170234937e+01 1.998861650646936994e+01 1.668806989543014652e+01 1.370133734771163958e+01 1.079105759176783863e+01 8.705309368795433045e+00 6.540388466177304849e+00 4.910141473140061663e+00 3.548539132772265958e+00 2.391523677579687757e+00 1.489254599973754978e+00 9.094876155410602792e-01
2.047799253562638739e+02 1.957190851378005050e+02 1.871238817818782536e+02 1.663387847773528847e+02 1.420644557727162578e+02 1.169952817285972628e+02 9.725905746639097060e+01 8.824499102651142834e+01 7.691095661225108415e+01 6.871465758706270321e+01 6.208552915595610955e+01 5.420014435427553678e+01 4.830870718233004624e+01 4.249974546401888631e+01 3.776953082972323017e+01 3.216025808563802713e+01 2.805549956751445251e+01 2.380394340169678102e+01 1.994256164442518298e+01 1.704528668826101878e+01 1.377441393216143339e+01 1.102707123805526379e+01 8.857519368254251901e+00 6.690720917483794494e+00 5.097387683740262077e+00 3.626606502364726481e+00 2.418432845266771380e+00 1.611631025965465369e+00 9.351990443711599710e-01
1.940935615263468321e+02 1.921626881796624104e+02 1.789762046778154172e+02 1.599702771755963795e+02 1.381933493267100062e+02 1.142260743223042425e+02 9.713733201731598399e+01 8.701908348622708900e+01 7.589080811786956815e+01 6.855672805888204380e+01 6.160883602329452202e+01 5.482048564069357610e+01 4.839467237072794603e+01 4.247187967651599649e+01 3.739060121183391061e+01 3.262429736233967503e+01 2.741605984171444632e+01 2.331656548844680543e+01 1.970862582065002755e+01 1.641840968653136557e+01 1.343024480535772724e+01 1.071547144009894481e+01 8.493780800886696625e+00 6.560311480448088872e+00 4.828875716179581445e+00 3.377974687698692691e+00 2.277971258895927775e+00 1.430610974284096670e+00 9.653393512494723439e-01
3.087692529811666873e+02 2.745471153519711720e+02 2.386292662938454328e+02 2.021670511826943653e+02 1.681957930641523546e+02 1.358558569324982273e+02 1.103340291379556248e+02 9.558684516835427303e+01 8.229303020427494175e+01 7.218357811709496730e+01 6.531479154844417678e+01 5.777567681362212682e+01 5.123176365584303227e+01 4.450528499003230110e+01 3.908303525700054593e+01 3.429063822370039816e+01 2.919391193268365825e+01 2.480574505194255153e+01 2.080096342499855311e+01 1.754620284353247683e+01 1.430037430887267647e+01 1.122194938821943211e+01 8.970750416431538810e+00 6.958344563783747105e+00 5.165374154004886975e+00 3.547432713077469657e+00 2.492076924102448743e+00 1.536151253056505794e+00 8.885419860151344551e-01
2.629658245826790335e+02 2.364164641224832906e+02 2.134238424041526230e+02 1.841596521047732153e+02 1.550718058366404080e+02 1.260768369749373932e+02 1.038601954029367391e+02 9.179786962975543929e+01 8.251837895272791457e+01 7.305026683628108231e+01 6.460779697951090839e+01 5.786600990746899242e+01 5.096324559020315803e+01 4.515046737060642101e+01 3.958237744471766462e+01 3.379434726048557991e+01 2.929420102189395081e+01 2.465723783793505319e+01 2.110473573662208224e+01 1.733603326026287306e+01 1.442901864578995941e+01 1.157414754295258419e+01 9.156159194831836601e+00 7.025080640416891953e+00 5.246584326110159680e+00 3.754722273455790571e+00 2.608619749376384078e+00 1.608024099140692442e+00 1.039327055580141490e+00
