5.458247031987817355e-01 6.437658069458449539e-01 7.592114603369529702e-01 8.953281607061259750e-01 1.056133011557816248e+00 1.245848313732219381e+00 1.469699647470464665e+00 1.733871800529044771e+00 2.044971291138263148e+00 2.412325275031851124e+00 2.845471997839209344e+00 3.356303989907964080e+00 3.958524810368767799e+00 4.669152103739039994e+00 5.507654048826319482e+00 6.496025306229104679e+00 7.662104202660423802e+00 9.037239291769814997e+00 1.065945505338093291e+01 1.257323909961801967e+01 1.483005175197247105e+01 1.749262045260370257e+01 2.063286775954759023e+01 2.433619843131276639e+01 2.870482659796445546e+01 3.385746958270038220e+01 3.993538950782751584e+01 4.710369263797628037e+01 5.555913569777456473e+01
5.461990197365319544e-01 6.442321684109844071e-01 7.599238473270010230e-01 8.955687941693775134e-01 1.056456035091381862e+00 1.246131744852852830e+00 1.469615306001246235e+00 1.733557263542373938e+00 2.045453065328381559e+00 2.412166941789172014e+00 2.845592430817786678e+00 3.356280847134389234e+00 3.958566184987163172e+00 4.669080307366964888e+00 5.507600643835455223e+00 6.496044478432855485e+00 7.662295053021801472e+00 9.037469144181383029e+00 1.065950000709288581e+01 1.257336845186262231e+01 1.483003224078970739e+01 1.749260698067462627e+01 2.063255893581859723e+01 2.433641831009085976e+01 2.870457636745964436e+01 3.385758071689874527e+01 3.993529119533473448e+01 4.710340616900345623e+01 5.555919584357251040e+01
5.452850235651248711e-01 6.430009435467293200e-01 7.586726476482765769e-01 8.948315207067081278e-01 1.055631512485283752e+00 1.245516002787512733e+00 1.469087959525827269e+00 1.733293444547193696e+00 2.045166682031990923e+00 2.412025543815135009e+00 2.845522956782987833e+00 3.356148616959938380e+00 3.958460220332572277e+00 4.669399334128010892e+00 5.506968195159601898e+00 6.495899400198125839e+00 7.662098165683990381e+00 9.037389801096669117e+00 1.065967155693994073e+01 1.257340220844675827e+01 1.482977335384761908e+01 1.749243200566490586e+01 2.063233358062019107e+01 2.433621675157012021e+01 2.870429194632463776e+01 3.385741380114289001e+01 3.993497525373435764e+01 4.710369428535545921e+01 5.555908174090117768e+01
5.458546214200404867e-01 6.440348560046301740e-01 7.595032891213074899e-01 8.958086759713557168e-01 1.056507612866805390e+00 1.246197470060043999e+00 1.469683927934542833e+00 1.733739557795076491e+00 2.045128245929092703e+00 2.412268229757039251e+00 2.845576641267754781e+00 3.356334593942451150e+00 3.958634540587258943e+00 4.669312739112689847e+00 5.507446821506690071e+00 6.496117866999110646e+00 7.662170726790934694e+00 9.037766804352465044e+00 1.065999978964796746e+01 1.257361392142641954e+01 1.483023477918774091e+01 1.749280840334476395e+01 2.063289872184843432e+01 2.433655095939696977e+01 2.870451375356564228e+01 3.385755292152487073e+01 3.993540513755382904e+01 4.710375782477537143e+01 5.555928203256329567e+01
5.458628985594334848e-01 6.440364465345321809e-01 7.595384066182311322e-01 8.955798407163145791e-01 1.056435375530280885e+00 1.245820094522437360e+00 1.470019929369640321e+00 1.733831837262118869e+00 2.045099788912056127e+00 2.412452685692489052e+00 2.845353166467091910e+00 3.356740921886446571e+00 3.958819374928140622e+00 4.669414346324106013e+00 5.507368519552337638e+00 6.496296769838042273e+00 7.661988592044648883e+00 9.037269468571571096e+00 1.066017342397689660e+01 1.257332023056869374e+01 1.483033521270640342e+01 1.749279238548421844e+01 2.063257061392625502e+01 2.433636567890091840e+01 2.870492133275275037e+01 3.385739691016491548e+01 3.993529732893596673e+01 4.710356690707553895e+01 5.555930652610510379e+01
5.461360581733276653e-01 6.441598178258175489e-01 7.595250074640322868e-01 8.958067897208422670e-01 1.056582180651982616e+00 1.245940556114468523e+00 1.469932746398829870e+00 1.733780192612578208e+00 2.045284770689293374e+00 2.412159018974270541e+00 2.845315512990902906e+00 3.356224443521689693e+00 3.958803904165348886e+00 4.669156109897086182e+00 5.507497933180536265e+00 6.496104218361108629e+00 7.662095129124227633e+00 9.037556296179829474e+00 1.066009170229860459e+01 1.257343310008251436e+01 1.483061322049876374e+01 1.749264423286626169e+01 2.063281212995868330e+01 2.433644635495907238e+01 2.870478689044817600e+01 3.385758653122164930e+01 3.993502954317862930e+01 4.710391842087446435e+01 5.555933545927334194e+01
5.462396396637700935e-01 6.441191587790425777e-01 7.596250278289531366e-01 8.953803263376498567e-01 1.056057097792431732e+00 1.246045863668246989e+00 1.469951097566231102e+00 1.733758008851473909e+00 2.045353763021012572e+00 2.412191277909496279e+00 2.845216973086866386e+00 3.356126755109285043e+00 3.958660413977188153e+00 4.669121501146173081e+00 5.507482908855656945e+00 6.496042195232279326e+00 7.662186430599607689e+00 9.037453065850357348e+00 1.065985371959685679e+01 1.257343323714415284e+01 1.483005691600926923e+01 1.749270957530320558e+01 2.063241115077414278e+01 2.433677373925783982e+01 2.870474978093022855e+01 3.385744623493798144e+01 3.993525931935351281e+01 4.710378306284842154e+01 5.555909584219028829e+01
5.461198442572446909e-01 6.440150196520624259e-01 7.596362683310736719e-01 8.957737354302962585e-01 1.056452552277171053e+00 1.246102913030195714e+00 1.469889925617188675e+00 1.733757264097811168e+00 2.045451625071206259e+00 2.412557814973449677e+00 2.845590160249953815e+00 3.356079646768308500e+00 3.958339394070681916e+00 4.669329223793665662e+00 5.507582595286498517e+00 6.496268798446208415e+00 7.662073692981955730e+00 9.037402440244386881e+00 1.066000992932175251e+01 1.257339419184385854e+01 1.483047228290180897e+01 1.749261328579885344e+01 2.063258355975690250e+01 2.433651643102384554e+01 2.870435022714214313e+01 3.385762605242146606e+01 3.993500816429811096e+01 4.710371438898796015e+01 5.555910796559200548e+01
5.455924924788675412e-01 6.437768294373202860e-01 7.590891127097313396e-01 8.950818735803360848e-01 1.055953025074062079e+00 1.246101820704133445e+00 1.469542058577322452e+00 1.733642170377087233e+00 2.045018289483198082e+00 2.412203367387876884e+00 2.845304698792625597e+00 3.356052399232899219e+00 3.958664768962615987e+00 4.669044873432985021e+00 5.507620447398309693e+00 6.496120170274237715e+00 7.662092307965185256e+00 9.037368757923550433e+00 1.065990338892276057e+01 1.257344555543606646e+01 1.483037720392126424e+01 1.749235225912375213e+01 2.063246729220109543e+01 2.433644177399339625e+01 2.870483032809328350e+01 3.385789769972940633e+01 3.993501952906086672e+01 4.710377192188113327e+01 5.555909202165896943e+01
5.456072460130388935e-01 6.440049891718502284e-01 7.593611041764896097e-01 8.953956156013666012e-01 1.056102592469828849e+00 1.245991143503486498e+00 1.469868340218346336e+00 1.733773551423091197e+00 2.045236333699973930e+00 2.412331400729813335e+00 2.845645429085101874e+00 3.356297689103588944e+00 3.958789446544586088e+00 4.669235639604139010e+00 5.507534100145742961e+00 6.496351248127317568e+00 7.662040421962818648e+00 9.037519561824794323e+00 1.065979526942312994e+01 1.257354559470532429e+01 1.483022242851624561e+01 1.749270896832085853e+01 2.063245772071310924e+01 2.433631828461171409e+01 2.870453211066892507e+01 3.385799397935315369e+01 3.993553505116783953e+01 4.710354191189232154e+01 5.555903251015201505e+01
5.456901402651833655e-01 6.437570872048198334e-01 7.592738261221702034e-01 8.952659127911792858e-01 1.056206022012298407e+00 1.245953720748630422e+00 1.469798163127122637e+00 1.733401927871453863e+00 2.045060100081050436e+00 2.412367108525462989e+00 2.845494568649088230e+00 3.356135173424156903e+00 3.958678245361266779e+00 4.669394161101060980e+00 5.507567220078510850e+00 6.496111929813452868e+00 7.661966343643233479e+00 9.037416464140250127e+00 1.065968551933164044e+01 1.257342860060671264e+01 1.483033945667458831e+01 1.749276610937767629e+01 2.063243616135190450e+01 2.433642043738499794e+01 2.870465036557473582e+01 3.385785313712426614e+01 3.993510920483998916e+01 4.710374674511830762e+01 5.555930475468689878e+01
