5.453720030144835196e-01 5.331129386495533709e+02 6.819903596895343867e+00
6.434074302109081822e-01 4.538740344818236281e+02 3.817811192057796177e+00
7.586592085046514056e-01 3.743386055934651608e+02 3.130947740423942083e+00
8.948067636497065713e-01 2.977239416456504273e+02 2.788263042846008677e+00
1.055553580382242673e+00 2.340018713296956321e+02 1.592715391881702747e+00
1.245209272870348549e+00 1.791037523527469375e+02 2.022406213867629088e+00
1.469571893979108701e+00 1.399088286923370958e+02 1.423532415825782937e+00
1.733273514435796026e+00 1.151751107515928680e+02 1.133165837693455691e+00
2.044877236262576226e+00 9.808949060872265591e+01 9.659742490118929936e-01
2.411968068680298227e+00 8.504820972733229212e+01 9.733397092807932749e-01
2.845253865977284580e+00 7.547577922436900622e+01 6.991100959644973578e-01
3.356470344633339487e+00 6.685859327707908051e+01 6.346722125075034970e-01
3.958808990900183122e+00 5.895804654060580674e+01 7.793710681358050341e-01
4.669168710640247077e+00 5.203454364322972481e+01 4.976848831591241251e-01
5.507211565496026751e+00 4.548355039180822956e+01 4.355547345117025682e-01
6.496422586336779048e+00 3.924895884762401721e+01 3.847374190074073219e-01
7.661590886290549740e+00 3.366718850858396905e+01 3.663909065573831003e-01
9.037603366353138767e+00 2.873146938749506774e+01 2.720274645812610914e-01
1.065959166573906103e+01 2.414614532380694811e+01 2.153456156191030646e-01
1.257308179496191514e+01 2.018328057349362226e+01 1.561297739184200617e-01
1.482991769015682770e+01 1.646528712266127314e+01 1.965760816503707431e-01
1.749239803637996005e+01 1.312322775688076781e+01 1.410776330896243991e-01
2.063221677617829997e+01 1.051373556057281888e+01 1.308338076611180734e-01
2.433623192522714973e+01 8.067954127277452869e+00 1.339520295376570302e-01
2.870431852930691008e+01 6.051952803025817396e+00 1.175773689896723040e-01
3.385724762853949699e+01 4.262345558601175810e+00 1.018919315895097377e-01
3.993511107484286526e+01 2.945164602426739275e+00 9.521314836282265825e-02
4.710363856219053247e+01 1.873437009903031747e+00 8.213309841891436314e-02
5.555909820490971640e+01 1.174988227057831125e+00 6.409194514176326518e-02
